sample_id,has_offline_division_mask,has_offline_bbox,cloud_frac,shadow_frac,clear_frac,cloud_bucket,division_min,division_max,division_mean,division_pos_frac,division_hard_frac,division_soft_frac,division_shadow_precision_dilated,division_shadow_recall,division_shadow_iou,division_cloud_leakage,division_clear_leakage,division_outside_bbox_frac,bbox_valid,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area_frac,bbox_shadow_recall,bbox_division_recall,bbox_cloud_frac_inside,bbox_clear_frac_inside,boundary_iou,reference_target_mae_full,reference_target_mae_shadow,reference_target_mae_bbox,reference_target_corr_shadow,online_target_mae_full,online_target_mae_shadow,online_target_mae_bbox,online_target_corr_shadow
roi141273_2022-02-19_2022-03-06_roi141273_s2_toa_2022_2_24_median,1,1,0.49798583984375,0.3529205322265625,0.1490936279296875,high,0.0,0.6100000143051147,0.0065399170853197575,0.027618408203125,0.0005340576171875,0.027618408203125,0.5900552486187846,0.030005620649401186,0.0286244586512683,0.033000367692119136,0.003991403131716303,0.0,1,0.0,0.0,239.0,255.0,0.9375,0.9069998702927061,1.0,0.49952799479166665,0.159033203125,0.0,0.0039758263155817986,0.004396778604617208,0.004240881403287252,0.9999434947967529,0.0039758263155817986,0.004396778604617208,0.004240881403287252,0.9999434947967529
roi14130_2022-01-23_2022-02-07_roi14130_s2_toa_2022_2_7_median,1,1,0.6098861694335938,0.17174530029296875,0.2183685302734375,high,0.0,0.4901960790157318,0.06074374541640282,0.23223876953125,0.0,0.23223876953125,0.8411957950065703,0.9362755985962419,0.6640777616737035,0.0877919413552834,0.08194745300817553,0.0,1,0.0,0.0,255.0,253.0,0.9921875,1.0,1.0,0.606814406988189,0.22008796751968504,0.0,0.00022605861886404455,0.0009114452397816449,0.0002278386079889583,0.9999617338180542,0.00022605861886404455,0.0009114452397816449,0.0002278386079889583,0.9999617338180542
roi14132_2022-01-23_2022-02-07_roi14132_s2_toa_2022_2_7_median,1,1,0.469146728515625,0.15957260131835938,0.3712806701660156,high,0.0,0.47843137383461,0.06103390455245972,0.266937255859375,0.0,0.266937255859375,0.8030181776609123,0.9801104444072578,0.5803935447338618,0.09570350614714108,0.17679211745728407,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.469146728515625,0.3712806701660156,0.0,0.0002608161303214729,0.0009588144137354306,0.0002608161303214729,0.999936580657959,0.0002608161303214729,0.0009588144137354306,0.0002608161303214729,0.999936580657959
roi141442_2022-06-25_2022-07-10_roi141442_s2_toa_2022_6_25_median,1,1,0.8256378173828125,0.0,0.1743621826171875,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,0.8256378173828125,0.1743621826171875,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi142270_2022-04-01_2022-04-16_roi142270_s2_toa_2022_4_16_median,1,1,0.6126556396484375,0.0,0.3873443603515625,high,0.0,0.25999999046325684,0.004178161732852459,0.027069091796875,0.0,0.027069091796875,0.0,nan,0.0,0.0,0.06988378963955091,0.0,1,29.0,197.0,236.0,255.0,0.187255859375,nan,1.0,0.0012222946544980444,0.9987777053455019,nan,0.0025390316732227802,nan,0.013559157410065852,nan,0.0025390316732227802,nan,0.013559157410065852,nan
roi14347_2022-03-04_2022-03-19_roi14347_s2_toa_2022_3_9_median,1,1,0.779510498046875,0.031337738037109375,0.18915176391601562,high,0.0,0.3199999928474426,0.00023986816813703626,0.001373291015625,0.0,0.001373291015625,0.4777777777777778,0.015337796713329275,0.015151515151515152,0.0008808675566691461,0.0010890390238983564,0.0,1,169.0,132.0,234.0,255.0,0.1248779296875,0.9942787583688375,1.0,0.2697336265884653,0.4807551319648094,0.0,0.0001457901526009664,0.0014081191087886465,0.0011674613197528022,0.9998652935028076,0.0001457901526009664,0.0014081191087886465,0.0011674613197528022,0.9998652935028076
roi143523_2022-04-30_2022-05-15_roi143523_s2_toa_2022_5_5_median,1,1,0.514801025390625,0.166656494140625,0.31854248046875,high,0.0,0.5882353186607361,0.03110351599752903,0.207794189453125,0.000274658203125,0.207794189453125,0.8578352180936996,0.8208203625709577,0.575601926163724,0.06636433694943387,0.11563517915309446,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.514801025390625,0.31854248046875,0.0019485580670303975,0.00020184631284791976,0.0007978554414624457,0.00020184631284791976,0.9999351501464844,0.00020184631284791976,0.0007978554414624457,0.00020184631284791976,0.9999351501464844
roi14363_2022-02-19_2022-03-06_roi14363_s2_toa_2022_2_19_median,1,1,0.7615814208984375,0.0389862060546875,0.199432373046875,high,0.0,0.6800000071525574,0.03575607389211655,0.0983734130859375,0.0228271484375,0.0983734130859375,0.6421591437878083,0.8692759295499022,0.32753281226957676,0.068021077517982,0.06358071920428462,0.0,1,4.0,0.0,253.0,240.0,0.919342041015625,1.0,1.0,0.7447800829875518,0.21281327800829875,0.12661574618096358,0.021733567118644714,0.24687232448630136,0.023640349455394193,0.9999183416366577,0.021733567118644714,0.24687232448630136,0.023640349455394193,0.9999183416366577
roi14363_2022-03-11_2022-03-26_roi14363_s2_toa_2022_3_11_median,1,1,0.6687164306640625,0.021575927734375,0.3097076416015625,high,0.0,0.9200000166893005,0.05428817868232727,0.1215667724609375,0.0507354736328125,0.1215667724609375,0.37768294213631226,0.9801980198019802,0.17335834896810506,0.03760410724472333,0.24304084347440508,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.6687164306640625,0.3097076416015625,0.2028206850235057,0.032999187707901,0.3818359806648913,0.032999187707901,0.9998665452003479,0.032999187707901,0.3818359806648913,0.032999187707901,0.9998665452003479
roi143924_2022-01-31_2022-02-15_roi143924_s2_toa_2022_2_5_median,1,1,0.66845703125,0.00920867919921875,0.32233428955078125,high,0.0,0.3499999940395355,0.004569854587316513,0.02484130859375,0.0,0.02484130859375,0.0773955773955774,0.021541010770505385,0.006001846722068329,0.0034468590211833455,0.0693034154654548,0.0,1,72.0,59.0,255.0,208.0,0.421142578125,0.7381938690969345,1.0,0.34903985507246377,0.6348188405797102,0.0,0.0027776905335485935,0.0019311557254617434,0.006595606043718863,0.9998460412025452,0.0027776905335485935,0.0019311557254617434,0.006595606043718863,0.9998460412025452
roi144862_2022-08-11_2022-08-21_roi144862_s2_toa_2022_8_11_median,1,1,0.829742431640625,0.04052734375,0.129730224609375,high,0.0,0.15000000596046448,7.400511822197586e-05,0.0005340576171875,0.0,0.0005340576171875,0.0,0.0,0.0,0.0,0.004116678428605034,0.0,1,245.0,26.0,255.0,42.0,0.0028533935546875,0.0,1.0,0.0,1.0,0.0,4.497740155784413e-05,0.0,0.015762775339544774,0.0,4.497740155784413e-05,0.0,0.015762775339544774,0.0
roi14555_2022-08-24_2022-08-31_roi14555_s2_toa_2022_8_26_median,1,1,0.8260955810546875,0.000946044921875,0.1729583740234375,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.8260955810546875,0.1729583740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi14555_2022-08-24_2022-08-31_roi14555_s2_toa_2022_8_31_median,1,1,0.7206573486328125,0.0041656494140625,0.275177001953125,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.7206573486328125,0.275177001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi14555_2022-12-22_2022-12-29_roi14555_s2_toa_2022_12_22_median,1,1,0.782012939453125,0.0,0.217987060546875,high,0.0,0.36000001430511475,0.0013296508695930243,0.0068359375,0.0,0.0068359375,0.0,nan,0.0,0.008741463414634146,0.0,0.0,1,228.0,115.0,255.0,220.0,0.0452880859375,nan,1.0,1.0,0.0,nan,0.0008078448590822518,nan,0.01783791128194557,nan,0.0008078448590822518,nan,0.01783791128194557,nan
roi146581_2022-11-24_2022-12-02_roi146581_s2_toa_2022_11_29_median,1,1,0.5565338134765625,0.152679443359375,0.2907867431640625,high,0.0,0.5882353186607361,0.0737859383225441,0.2253570556640625,0.0296478271484375,0.2253570556640625,0.8289660775949624,0.9664201479112533,0.6401853690830851,0.12302250980177118,0.032114183764495985,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.5565338134765625,0.2907867431640625,0.059355227478156074,0.00022098678164184093,0.0009505862644522662,0.00022098678164184093,0.9999711513519287,0.00022098678164184093,0.0009505862644522662,0.00022098678164184093,0.9999711513519287
roi147424_2022-05-01_2022-05-08_roi147424_s2_toa_2022_5_8_median,1,1,0.692779541015625,0.0211639404296875,0.2860565185546875,high,0.0,0.6299999952316284,0.00951538048684597,0.0372467041015625,0.0013427734375,0.0372467041015625,0.5620647275706677,0.6986301369863014,0.3389296956977964,0.016210739614994935,0.039259614871712804,0.0,1,0.0,0.0,248.0,255.0,0.97265625,1.0,1.0,0.6909356174698795,0.2873054718875502,0.03003003003003003,0.005785481538623571,0.12800779665814258,0.005948125597942306,0.9998950958251953,0.005785481538623571,0.12800779665814258,0.005948125597942306,0.9998950958251953
roi14799_2022-11-14_2022-11-21_roi14799_s2_toa_2022_11_16_median,1,1,0.6480255126953125,0.0,0.3519744873046875,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,0.6480255126953125,0.3519744873046875,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi15010_2022-04-03_2022-04-18_roi15010_s2_toa_2022_4_3_median,1,1,0.7288055419921875,0.00556182861328125,0.26563262939453125,high,0.0,0.4099999964237213,0.005918120965361595,0.027679443359375,0.0,0.027679443359375,0.1328555678059537,0.1728395061728395,0.029787234042553193,0.010750999727822792,0.07108596375333888,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.7288055419921875,0.26563262939453125,0.0,0.0035970716271549463,0.0205881029817139,0.0035970716271549463,0.9998711943626404,0.0035970716271549463,0.0205881029817139,0.0035970716271549463,0.9998711943626404
roi15020_2022-03-31_2022-04-08_roi15020_s2_toa_2022_3_31_median,1,1,0.7378692626953125,0.0,0.2621307373046875,high,0.0,0.5699999928474426,0.013293152675032616,0.06219482421875,0.000762939453125,0.06219482421875,0.0,nan,0.0,0.0060384225655024095,0.22026893299959252,0.0,1,64.0,0.0,185.0,255.0,0.4765625,nan,1.0,0.5350601946721312,0.4649398053278688,0.0,0.008080513216555119,nan,0.01695583101178779,nan,0.008080513216555119,nan,0.01695583101178779,nan
roi15020_2022-03-31_2022-04-08_roi15020_s2_toa_2022_4_3_median,1,1,0.7107162475585938,0.0,0.28928375244140625,high,0.0,0.44999998807907104,0.0067304992116987705,0.0265350341796875,0.0,0.0265350341796875,0.0,nan,0.0,0.0,0.09172666613919878,0.0,1,0.0,17.0,39.0,119.0,0.0628662109375,nan,1.0,0.06723300970873787,0.9327669902912621,nan,0.00409067515283823,nan,0.06506953563505007,nan,0.00409067515283823,nan,0.06506953563505007,nan
roi151351_2022-05-20_2022-05-28_roi151351_s2_toa_2022_5_28_median,1,1,0.5544891357421875,0.085845947265625,0.3596649169921875,high,0.0,0.47058823704719543,0.03758802264928818,0.2278289794921875,0.0,0.2278289794921875,0.4898533252963633,0.8437611091361535,0.30025300442757746,0.11235862296706019,0.25883500912137797,0.0,1,0.0,0.0,255.0,239.0,0.9375,0.9985780305723427,1.0,0.5255208333333333,0.38304036458333335,0.0,0.0002232662809547037,0.0008295836755486091,0.00023815069968501727,0.9999672174453735,0.0002232662809547037,0.0008295836755486091,0.00023815069968501727,0.9999672174453735
roi151351_2022-12-04_2022-12-11_roi151351_s2_toa_2022_12_11_median,1,1,0.676025390625,0.0595703125,0.264404296875,high,0.0,0.5372549295425415,0.03453979641199112,0.1744384765625,0.0001220703125,0.1744384765625,0.5767144856543037,0.8304303278688525,0.268066809988424,0.17255778259299387,0.03145198522622345,0.0,1,0.0,0.0,255.0,247.0,0.96875,0.9979508196721312,1.0,0.6934223790322581,0.2452116935483871,0.0033866415804327376,0.00017164862947538495,0.000808358619936177,0.00017718568203910705,0.9999490976333618,0.00017164862947538495,0.000808358619936177,0.00017718568203910705,0.9999490976333618
roi151498_2022-02-03_2022-02-18_roi151498_s2_toa_2022_2_8_median,1,1,0.7323455810546875,0.0006256103515625,0.26702880859375,high,0.0,0.6899999976158142,0.05561614781618118,0.166168212890625,0.0225067138671875,0.166168212890625,0.012672176308539946,0.975609756097561,0.003672757322559912,0.01212626315241171,0.5867428571428571,0.0,1,0.0,0.0,145.0,255.0,0.5703125,1.0,1.0,0.5393835616438356,0.459519477739726,0.012309207287050714,0.033805977553129196,0.18265596250208413,0.059276234613705986,0.9995045065879822,0.033805977553129196,0.18265596250208413,0.059276234613705986,0.9995045065879822
roi152252_2022-08-27_2022-09-11_roi152252_s2_toa_2022_9_11_median,1,1,0.765716552734375,0.107421875,0.126861572265625,high,0.0,0.8199999928474426,0.0625317394733429,0.142242431640625,0.0600128173828125,0.142242431640625,0.850568547521991,0.825,0.55031267765776,0.06135666175122554,0.05232138561462593,0.0,1,64.0,70.0,251.0,255.0,0.5335693359375,1.0,1.0,0.6969514985129261,0.10172157401052391,0.1479641131815045,0.03800897300243378,0.2515108108520508,0.0712353024104181,0.9999508857727051,0.03800897300243378,0.2515108108520508,0.0712353024104181,0.9999508857727051
roi152316_2022-06-19_2022-07-04_roi152316_s2_toa_2022_6_29_median,1,1,0.8430633544921875,0.029144287109375,0.1277923583984375,high,0.0,0.6200000047683716,0.04078567400574684,0.1114654541015625,0.02777099609375,0.1114654541015625,0.17056810403832992,0.25968586387434556,0.056887257713040484,0.0038189354038840927,0.7878208955223881,0.0,1,163.0,0.0,255.0,210.0,0.2994232177734375,0.9790575916230366,1.0,0.4779085766702339,0.42679508739744176,0.008727272727272728,0.024792984127998352,0.038778618617831724,0.08280247708365183,0.9999175071716309,0.024792984127998352,0.038778618617831724,0.08280247708365183,0.9999175071716309
roi15243_2022-08-28_2022-09-12_roi15243_s2_toa_2022_9_12_median,1,1,0.7883758544921875,0.0031890869140625,0.20843505859375,high,0.0,0.2199999988079071,5.4779055062681437e-05,0.0003204345703125,0.0,0.0003204345703125,0.0,0.0,0.0,0.0,0.0015373352855051245,0.0,1,210.0,213.0,223.0,225.0,0.002777099609375,0.0,1.0,0.0,1.0,0.0,3.307803854113445e-05,0.0,0.011911001834240589,0.0,3.307803854113445e-05,0.0,0.011911001834240589,0.0
roi153131_2022-09-27_2022-10-12_roi153131_s2_toa_2022_10_12_median,1,1,0.712677001953125,0.01434326171875,0.272979736328125,high,0.0,0.4470588266849518,0.012266750447452068,0.0662384033203125,0.0,0.0662384033203125,0.3024648698456577,0.5329787234042553,0.10481171548117155,0.029846272427525373,0.13672442705422022,0.0,1,0.0,0.0,245.0,255.0,0.9609375,0.997872340425532,1.0,0.7228467987804879,0.2622586382113821,0.0,6.55637850286439e-05,0.0005018089997007491,6.822897954200342e-05,0.9999709129333496,6.55637850286439e-05,0.0005018089997007491,6.822897954200342e-05,0.9999709129333496
roi153254_2022-08-21_2022-09-05_roi153254_s2_toa_2022_9_5_median,1,1,0.6325607299804688,0.0375213623046875,0.32991790771484375,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.6325607299804688,0.32991790771484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi153824_2022-04-05_2022-04-20_roi153824_s2_toa_2022_4_15_median,1,1,0.6689300537109375,0.0,0.3310699462890625,high,0.0,0.23000000417232513,0.0025410461239516735,0.016265869140625,0.0,0.016265869140625,0.0,nan,0.0,0.0,0.04913121629718394,0.0,1,231.0,93.0,255.0,247.0,0.0591278076171875,nan,1.0,0.0,1.0,nan,0.00154511455912143,nan,0.02613177490234375,nan,0.00154511455912143,nan,0.02613177490234375,nan
roi153832_2022-11-26_2022-12-11_roi153832_s2_toa_2022_12_1_median,1,1,0.6572265625,0.040374755859375,0.302398681640625,high,0.0,0.8899999856948853,0.026759643107652664,0.0579986572265625,0.0223846435546875,0.0579986572265625,0.7890028939752697,0.8136810279667422,0.5013972985561248,0.0356380014858841,0.005701887173276819,0.0,1,0.0,0.0,181.0,239.0,0.66650390625,1.0,1.0,0.7295558608058608,0.20986721611721612,0.06261343012704174,0.01626456156373024,0.2423610096165202,0.02440280006045387,0.9999498128890991,0.01626456156373024,0.2423610096165202,0.02440280006045387,0.9999498128890991
roi154160_2022-08-14_2022-08-29_roi154160_s2_toa_2022_8_19_median,1,1,0.6500091552734375,0.1212921142578125,0.22869873046875,high,0.0,0.8500000238418579,0.08830734342336655,0.23358154296875,0.0578460693359375,0.23358154296875,0.6386203292396133,0.7273870927160649,0.33087267525035763,0.13943989295523368,0.2392580731251668,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.6500091552734375,0.22869873046875,0.13448883121698027,0.05367477238178253,0.19910110241362908,0.05367477238178253,0.9999507665634155,0.05367477238178253,0.19910110241362908,0.05367477238178253,0.9999507665634155
roi154184_2022-11-04_2022-11-19_roi154184_s2_toa_2022_11_19_median,1,1,0.6417922973632812,0.022449493408203125,0.3357582092285156,high,0.0,0.8700000047683716,0.025809630751609802,0.06427001953125,0.0196990966796875,0.06427001953125,0.40384615384615385,0.6451996601529312,0.20387671821305842,0.07486834440864945,0.0051694559005646635,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.6417922973632812,0.3357582092285156,0.11493055555555555,0.0156877264380455,0.13169222226462934,0.0156877264380455,0.9999277591705322,0.0156877264380455,0.13169222226462934,0.0156877264380455,0.9999277591705322
roi154607_2022-12-04_2022-12-19_roi154607_s2_toa_2022_12_19_median,1,1,0.665924072265625,0.0117034912109375,0.3223724365234375,high,0.0,0.949999988079071,0.029105529189109802,0.080718994140625,0.01593017578125,0.0806884765625,0.10756143667296786,0.423728813559322,0.05669923237962317,0.10906924522249209,0.009703223363468547,0.0,1,0.0,0.0,246.0,254.0,0.9610748291015625,1.0,1.0,0.6715884734460585,0.31623402397396205,0.05503701319600901,0.01769009418785572,0.10291799572642499,0.018406573195130786,0.9999713897705078,0.01769009418785572,0.10291799572642499,0.018406573195130786,0.9999713897705078
roi154650_2022-03-01_2022-03-08_roi154650_s2_toa_2022_3_3_median,1,1,0.759674072265625,0.013214111328125,0.22711181640625,high,0.0,0.3400000035762787,0.0017393493326380849,0.0086212158203125,0.0,0.0086212158203125,0.35575221238938054,0.10854503464203233,0.07030665669409125,0.009460490901056521,0.0,0.0,1,12.0,0.0,240.0,227.0,0.79669189453125,0.9942263279445728,1.0,0.747490998237953,0.23601853979927986,0.0,0.0010573950130492449,0.013267531405970902,0.001327232045797811,0.9999039769172668,0.0010573950130492449,0.013267531405970902,0.001327232045797811,0.9999039769172668
roi154661_2022-08-10_2022-08-25_roi154661_s2_toa_2022_8_10_median,1,1,0.7787628173828125,0.0363616943359375,0.18487548828125,high,0.0,0.8100000023841858,0.0514608770608902,0.14434814453125,0.02911376953125,0.14434814453125,0.527061310782241,0.9085186739404112,0.22370324447199835,0.104296882653761,0.16275998679432155,0.0,1,10.0,0.0,197.0,255.0,0.734375,1.0,1.0,0.7548204787234043,0.19566572473404256,0.18162044589450788,0.03128043934702873,0.23129104697499214,0.042594640812975294,0.9998829960823059,0.03128043934702873,0.23129104697499214,0.042594640812975294,0.9998829960823059
roi155459_2022-02-14_2022-02-21_roi155459_s2_toa_2022_2_19_median,1,1,0.5886459350585938,0.02724456787109375,0.3841094970703125,high,0.0,0.7699999809265137,0.03319641202688217,0.11578369140625,0.0109100341796875,0.11578369140625,0.37826172904586186,0.8571828619434332,0.19697554697554698,0.04969217808307951,0.16448178604059904,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.5886459350585938,0.3841094970703125,0.16914792524548622,0.02017976902425289,0.20547399037493874,0.02017976902425289,0.9998903274536133,0.02017976902425289,0.20547399037493874,0.02017976902425289,0.9998903274536133
roi15564_2022-12-07_2022-12-14_roi15564_s2_toa_2022_12_9_median,1,1,0.555694580078125,0.0890960693359375,0.3552093505859375,high,0.0,0.5137255191802979,0.032715801149606705,0.1890411376953125,0.0001678466796875,0.1890411376953125,0.6040842683025265,0.698578523719815,0.28828892501236836,0.19915975616453402,0.04540573048670476,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.555694580078125,0.3552093505859375,0.011196376902755064,0.0001832169364206493,0.000668085566692349,0.0001832169364206493,0.9999728798866272,0.0001832169364206493,0.000668085566692349,0.0001832169364206493,0.9999728798866272
roi15686_2022-02-19_2022-03-06_roi15686_s2_toa_2022_2_19_median,1,1,0.6306915283203125,0.1495361328125,0.2197723388671875,high,0.0,0.44999998807907104,0.013408966362476349,0.0516204833984375,0.0,0.0516204833984375,0.6319834466449896,0.13408163265306122,0.11070856853989385,0.044927781675658675,0.014719155731444838,0.0,1,0.0,0.0,210.0,255.0,0.82421875,0.7668367346938776,1.0,0.6827236374407583,0.1781509182464455,0.0,0.008151514455676079,0.020799957586794482,0.009889989102621214,0.9999350309371948,0.008151514455676079,0.020799957586794482,0.009889989102621214,0.9999350309371948
roi157389_2022-02-18_2022-03-05_roi157389_s2_toa_2022_3_5_median,1,1,0.7766571044921875,0.00299072265625,0.2203521728515625,high,0.0,0.5299999713897705,0.006921844556927681,0.029510498046875,9.1552734375e-05,0.029510498046875,0.07445708376421924,0.20918367346938777,0.019626615605552896,0.008467749857561052,0.10123952634859082,0.0,1,10.0,4.0,248.0,227.0,0.81689453125,1.0,1.0,0.747534369396294,0.24880454273759714,0.0091324200913242,0.004207998048514128,0.02202808613679847,0.005151213391127874,0.9998450875282288,0.004207998048514128,0.02202808613679847,0.005151213391127874,0.9998450875282288
roi15861_2022-03-25_2022-04-01_roi15861_s2_toa_2022_3_25_median,1,1,0.744232177734375,0.000946044921875,0.25482177734375,high,0.0,0.6000000238418579,0.014096680097281933,0.0541229248046875,0.0012359619140625,0.0541229248046875,0.07696645052156752,1.0,0.017479560191711305,0.028088735801861647,0.12664670658682634,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.744232177734375,0.25482177734375,0.23237597911227154,0.008569187484681606,0.27392630423268965,0.008569187484681606,0.9994940757751465,0.008569187484681606,0.27392630423268965,0.008569187484681606,0.9994940757751465
roi15865_2022-01-01_2022-01-09_roi15865_s2_toa_2022_1_1_median,1,1,0.66461181640625,0.2263946533203125,0.1089935302734375,high,0.0,0.45490196347236633,0.0413002148270607,0.2296600341796875,0.0,0.2296600341796875,0.8172214470799283,0.6105681741591966,0.43492246387248545,0.1374322710992745,0.0008399832003359933,0.0,1,0.0,0.0,183.0,255.0,0.71875,0.947159129204017,1.0,0.5981020720108695,0.10355808423913043,0.0,0.00022580957738682628,0.0006017494034540575,0.00031416984679906267,0.9999715089797974,0.00022580957738682628,0.0006017494034540575,0.00031416984679906267,0.9999715089797974
roi15866_2022-12-07_2022-12-17_roi15866_s2_toa_2022_12_17_median,1,1,0.6300430297851562,0.01683807373046875,0.353118896484375,high,0.0,0.8299999833106995,0.011954499408602715,0.03424072265625,0.0063629150390625,0.03424072265625,0.6189839572192514,0.8513819664703217,0.3919482686691698,0.026495198653443287,0.009096015901823525,0.0,1,0.0,0.0,176.0,255.0,0.69140625,1.0,1.0,0.7705243644067796,0.2051222634180791,0.13582766439909297,0.007265275344252586,0.20048419933379588,0.010507968859483966,0.9999054670333862,0.007265275344252586,0.20048419933379588,0.010507968859483966,0.9999054670333862
roi15889_2022-08-26_2022-09-10_roi15889_s2_toa_2022_8_26_median,1,1,0.6526412963867188,0.003765106201171875,0.3435935974121094,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.6526412963867188,0.3435935974121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi15897_2022-02-12_2022-02-27_roi15897_s2_toa_2022_2_22_median,1,1,0.7034912109375,0.0703582763671875,0.2261505126953125,high,0.0,0.4274509847164154,0.02359403669834137,0.1398162841796875,0.0,0.1398162841796875,0.6838371712321292,0.9292995011927998,0.4515755084835072,0.0825524900225577,0.0723298023075366,0.0,1,0.0,0.0,238.0,255.0,0.93359375,1.0,1.0,0.7172299947698745,0.20740716527196654,0.0,0.00013773582759313285,0.0009173316930747296,0.000147532936668795,0.9999420642852783,0.00013773582759313285,0.0009173316930747296,0.000147532936668795,0.9999420642852783
roi15898_2022-10-25_2022-11-09_roi15898_s2_toa_2022_11_9_median,1,1,0.8283538818359375,0.0,0.1716461181640625,high,0.0,0.25,0.000660858117043972,0.003997802734375,0.0,0.003997802734375,0.0,nan,0.0,0.0,0.02329095919637301,0.0,1,65.0,240.0,108.0,255.0,0.0107421875,nan,1.0,0.005681818181818182,0.9943181818181818,nan,0.0004015592858195305,nan,0.037381518970836296,nan,0.0004015592858195305,nan,0.037381518970836296,nan
roi159002_2022-02-18_2022-03-05_roi159002_s2_toa_2022_2_18_median,1,1,0.6319580078125,0.0,0.3680419921875,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,nan,nan,0.6319580078125,0.3680419921875,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan
roi159538_2022-09-19_2022-10-04_roi159538_s2_toa_2022_9_29_median,1,1,0.72320556640625,0.0781402587890625,0.1986541748046875,high,0.0,0.9700000286102295,0.11388382315635681,0.2567138671875,0.0919189453125,0.2564239501953125,0.6062173086067523,1.0,0.30438659058487877,0.1357076546544012,0.40486980566863817,0.0,1,0.0,0.0,175.0,255.0,0.6875,1.0,1.0,0.6639515269886364,0.22238991477272727,0.30130220026942073,0.06921971589326859,0.3567387961335677,0.10068322311748158,0.999818742275238,0.06921971589326859,0.3567387961335677,0.10068322311748158,0.999818742275238
roi16102_2022-08-24_2022-08-31_roi16102_s2_toa_2022_8_31_median,1,1,0.8317413330078125,0.0002899169921875,0.16796875,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.8317413330078125,0.16796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roi16116_2022-08-21_2022-09-05_roi16116_s2_toa_2022_8_21_median,1,1,0.5404129028320312,0.07932662963867188,0.3802604675292969,high,0.0,0.7400000095367432,0.07222488522529602,0.2434539794921875,0.0142364501953125,0.2434539794921875,0.4558759009714823,0.8689588843471988,0.2753565768621236,0.08299803763782418,0.3410009730846784,0.0,1,0.0,0.0,255.0,255.0,1.0,1.0,1.0,0.5404129028320312,0.3802604675292969,0.09981008651614265,0.04390174150466919,0.18854093485137655,0.04390174150466919,0.9998510479927063,0.04390174150466919,0.18854093485137655,0.04390174150466919,0.9998510479927063
roi16124_2022-07-02_2022-07-09_roi16124_s2_toa_2022_7_2_median,1,1,0.8078079223632812,0.0001220703125,0.19207000732421875,high,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,1,0.0,0.0,255.0,255.0,1.0,1.0,nan,0.8078079223632812,0.19207000732421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
