sample_id,shadow_case,shadow_case_name,cloud_bucket,cloud_frac,shadow_frac,clear_frac,division_pos_frac,bbox_valid,bbox_area_frac,division_clear_leakage,division_cloud_leakage
roi139847_2022-11-03_2022-11-18_roi139847_s2_toa_2022_11_13_median,2,ambiguous,high,0.8413543701171875,0.0483245849609375,0.110321044921875,0.2707366943359375,1.0,1.0,0.00027662518550641835,0.26462212204933167
roi140041_2022-03-27_2022-04-11_roi140041_s2_toa_2022_3_27_median,1,valid_shadow,high,0.8695526123046875,0.0070037841796875,0.123443603515625,0.04193115234375,1.0,0.72265625,0.04375772550702095,0.03488514944911003
roi140042_2022-07-15_2022-07-30_roi140042_s2_toa_2022_7_15_median,2,ambiguous,medium,0.2081756591796875,0.565093994140625,0.2267303466796875,0.7098236083984375,1.0,1.0,0.951073408126831,0.03027193434536457
roi140042_2022-12-07_2022-12-27_roi140042_s2_toa_2022_12_27_median,0,no_shadow,high,0.8022613525390625,0.0,0.1977386474609375,0.0,1.0,1.0,0.0,0.0
roi140210_2022-07-19_2022-08-03_roi140210_s2_toa_2022_7_24_median,2,ambiguous,high,0.622344970703125,0.241455078125,0.136199951171875,0.3036956787109375,1.0,1.0,0.05007842183113098,0.14097975194454193
roi140513_2022-10-27_2022-11-11_roi140513_s2_toa_2022_11_11_median,1,valid_shadow,high,0.5758132934570312,0.12995529174804688,0.2942314147949219,0.0101165771484375,1.0,0.35101318359375,0.009723716415464878,0.009937328286468983
roi140684_2022-08-25_2022-09-09_roi140684_s2_toa_2022_8_30_median,2,ambiguous,high,0.592132568359375,0.03509521484375,0.372772216796875,0.8662109375,1.0,1.0,0.7296766042709351,0.9474307894706726
roi140684_2022-08-25_2022-09-09_roi140684_s2_toa_2022_9_9_median,2,ambiguous,high,0.834228515625,0.0450592041015625,0.1207122802734375,0.3675994873046875,1.0,1.0,0.907217800617218,0.2583223581314087
roi141273_2022-02-19_2022-03-06_roi141273_s2_toa_2022_2_24_median,1,valid_shadow,high,0.49798583984375,0.3529205322265625,0.1490936279296875,0.027618408203125,1.0,0.9375,0.00399140315130353,0.03300036862492561
roi14130_2022-01-23_2022-02-07_roi14130_s2_toa_2022_2_7_median,2,ambiguous,high,0.6098861694335938,0.17174530029296875,0.2183685302734375,0.23223876953125,1.0,0.9921875,0.0819474533200264,0.08779194205999374
roi14132_2022-01-23_2022-02-07_roi14132_s2_toa_2022_2_7_median,2,ambiguous,high,0.469146728515625,0.15957260131835938,0.3712806701660156,0.266937255859375,1.0,1.0,0.17679211497306824,0.09570350497961044
roi141442_2022-06-25_2022-07-10_roi141442_s2_toa_2022_6_25_median,0,no_shadow,high,0.8256378173828125,0.0,0.1743621826171875,0.0,1.0,1.0,0.0,0.0
roi142270_2022-04-01_2022-04-16_roi142270_s2_toa_2022_4_16_median,2,ambiguous,high,0.6126556396484375,0.0,0.3873443603515625,0.027069091796875,1.0,0.187255859375,0.0698837861418724,0.0
roi14347_2022-03-04_2022-03-19_roi14347_s2_toa_2022_3_9_median,2,ambiguous,high,0.779510498046875,0.031337738037109375,0.18915176391601562,0.001373291015625,1.0,0.1248779296875,0.0010890390258282423,0.0008808675338514149
roi143523_2022-04-30_2022-05-15_roi143523_s2_toa_2022_5_5_median,2,ambiguous,high,0.514801025390625,0.166656494140625,0.31854248046875,0.207794189453125,1.0,1.0,0.11563517898321152,0.0663643404841423
roi14363_2022-02-19_2022-03-06_roi14363_s2_toa_2022_2_19_median,1,valid_shadow,high,0.7615814208984375,0.0389862060546875,0.199432373046875,0.0983734130859375,1.0,0.919342041015625,0.063580721616745,0.06802107393741608
roi14363_2022-03-11_2022-03-26_roi14363_s2_toa_2022_3_11_median,2,ambiguous,high,0.6687164306640625,0.021575927734375,0.3097076416015625,0.1215667724609375,1.0,1.0,0.24304084479808807,0.037604108452796936
roi143924_2022-01-31_2022-02-15_roi143924_s2_toa_2022_2_5_median,1,valid_shadow,high,0.66845703125,0.00920867919921875,0.32233428955078125,0.02484130859375,1.0,0.421142578125,0.06930341571569443,0.003446859074756503
roi144862_2022-08-11_2022-08-21_roi144862_s2_toa_2022_8_11_median,2,ambiguous,high,0.829742431640625,0.04052734375,0.129730224609375,0.0005340576171875,1.0,0.0028533935546875,0.004116678610444069,0.0
roi14555_2022-08-24_2022-08-31_roi14555_s2_toa_2022_8_26_median,0,no_shadow,high,0.8260955810546875,0.000946044921875,0.1729583740234375,0.0,1.0,1.0,0.0,0.0
roi14555_2022-08-24_2022-08-31_roi14555_s2_toa_2022_8_31_median,2,ambiguous,high,0.7206573486328125,0.0041656494140625,0.275177001953125,0.0,1.0,1.0,0.0,0.0
roi14555_2022-12-22_2022-12-29_roi14555_s2_toa_2022_12_22_median,2,ambiguous,high,0.782012939453125,0.0,0.217987060546875,0.0068359375,1.0,0.0452880859375,0.0,0.008741463534533978
roi146581_2022-11-24_2022-12-02_roi146581_s2_toa_2022_11_29_median,2,ambiguous,high,0.5565338134765625,0.152679443359375,0.2907867431640625,0.2253570556640625,1.0,1.0,0.0321141853928566,0.12302251160144806
roi147424_2022-05-01_2022-05-08_roi147424_s2_toa_2022_5_8_median,2,ambiguous,high,0.692779541015625,0.0211639404296875,0.2860565185546875,0.0372467041015625,1.0,0.97265625,0.039259616285562515,0.01621074043214321
roi14799_2022-11-14_2022-11-21_roi14799_s2_toa_2022_11_16_median,0,no_shadow,high,0.6480255126953125,0.0,0.3519744873046875,0.0,1.0,1.0,0.0,0.0
roi15010_2022-04-03_2022-04-18_roi15010_s2_toa_2022_4_3_median,2,ambiguous,high,0.7288055419921875,0.00556182861328125,0.26563262939453125,0.027679443359375,1.0,1.0,0.07108596712350845,0.010750999674201012
roi15020_2022-03-31_2022-04-08_roi15020_s2_toa_2022_3_31_median,2,ambiguous,high,0.7378692626953125,0.0,0.2621307373046875,0.06219482421875,1.0,0.4765625,0.22026893496513367,0.0060384226962924
roi15020_2022-03-31_2022-04-08_roi15020_s2_toa_2022_4_3_median,2,ambiguous,high,0.7107162475585938,0.0,0.28928375244140625,0.0265350341796875,1.0,0.0628662109375,0.09172666817903519,0.0
roi151351_2022-05-20_2022-05-28_roi151351_s2_toa_2022_5_28_median,1,valid_shadow,high,0.5544891357421875,0.085845947265625,0.3596649169921875,0.2278289794921875,1.0,0.9375,0.2588350176811218,0.11235862225294113
roi151351_2022-12-04_2022-12-11_roi151351_s2_toa_2022_12_11_median,2,ambiguous,high,0.676025390625,0.0595703125,0.264404296875,0.1744384765625,1.0,0.96875,0.031451985239982605,0.1725577861070633
roi151498_2022-02-03_2022-02-18_roi151498_s2_toa_2022_2_8_median,2,ambiguous,high,0.7323455810546875,0.0006256103515625,0.26702880859375,0.166168212890625,1.0,0.5703125,0.5867428779602051,0.012126263231039047
roi152252_2022-08-27_2022-09-11_roi152252_s2_toa_2022_9_11_median,1,valid_shadow,high,0.765716552734375,0.107421875,0.126861572265625,0.142242431640625,1.0,0.5335693359375,0.052321385592222214,0.06135665997862816
roi152316_2022-06-19_2022-07-04_roi152316_s2_toa_2022_6_29_median,2,ambiguous,high,0.8430633544921875,0.029144287109375,0.1277923583984375,0.1114654541015625,1.0,0.2994232177734375,0.7878208756446838,0.0038189354818314314
roi15243_2022-08-28_2022-09-12_roi15243_s2_toa_2022_9_12_median,2,ambiguous,high,0.7883758544921875,0.0031890869140625,0.20843505859375,0.0003204345703125,1.0,0.002777099609375,0.0015373353380709887,0.0
roi153131_2022-09-27_2022-10-12_roi153131_s2_toa_2022_10_12_median,2,ambiguous,high,0.712677001953125,0.01434326171875,0.272979736328125,0.0662384033203125,1.0,0.9609375,0.13672442734241486,0.029846271499991417
roi153254_2022-08-21_2022-09-05_roi153254_s2_toa_2022_9_5_median,2,ambiguous,high,0.6325607299804688,0.0375213623046875,0.32991790771484375,0.0,1.0,1.0,0.0,0.0
roi153824_2022-04-05_2022-04-20_roi153824_s2_toa_2022_4_15_median,2,ambiguous,high,0.6689300537109375,0.0,0.3310699462890625,0.016265869140625,1.0,0.0591278076171875,0.04913121461868286,0.0
roi153832_2022-11-26_2022-12-11_roi153832_s2_toa_2022_12_1_median,1,valid_shadow,high,0.6572265625,0.040374755859375,0.302398681640625,0.0579986572265625,1.0,0.66650390625,0.005701886955648661,0.035638000816106796
roi154160_2022-08-14_2022-08-29_roi154160_s2_toa_2022_8_19_median,2,ambiguous,high,0.6500091552734375,0.1212921142578125,0.22869873046875,0.23358154296875,1.0,1.0,0.2392580658197403,0.1394398957490921
roi154184_2022-11-04_2022-11-19_roi154184_s2_toa_2022_11_19_median,2,ambiguous,high,0.6417922973632812,0.022449493408203125,0.3357582092285156,0.06427001953125,1.0,1.0,0.005169455893337727,0.074868343770504
roi154607_2022-12-04_2022-12-19_roi154607_s2_toa_2022_12_19_median,2,ambiguous,high,0.665924072265625,0.0117034912109375,0.3223724365234375,0.080718994140625,1.0,0.9610748291015625,0.009703223593533039,0.10906924307346344
roi154650_2022-03-01_2022-03-08_roi154650_s2_toa_2022_3_3_median,1,valid_shadow,high,0.759674072265625,0.013214111328125,0.22711181640625,0.0086212158203125,1.0,0.79669189453125,0.0,0.009460491128265858
roi154661_2022-08-10_2022-08-25_roi154661_s2_toa_2022_8_10_median,1,valid_shadow,high,0.7787628173828125,0.0363616943359375,0.18487548828125,0.14434814453125,1.0,0.734375,0.16275998950004578,0.10429688543081284
roi155459_2022-02-14_2022-02-21_roi155459_s2_toa_2022_2_19_median,2,ambiguous,high,0.5886459350585938,0.02724456787109375,0.3841094970703125,0.11578369140625,1.0,1.0,0.16448178887367249,0.04969217628240585
roi15564_2022-12-07_2022-12-14_roi15564_s2_toa_2022_12_9_median,2,ambiguous,high,0.555694580078125,0.0890960693359375,0.3552093505859375,0.1890411376953125,1.0,1.0,0.04540573060512543,0.19915975630283356
roi15686_2022-02-19_2022-03-06_roi15686_s2_toa_2022_2_19_median,1,valid_shadow,high,0.6306915283203125,0.1495361328125,0.2197723388671875,0.0516204833984375,1.0,0.82421875,0.014719155617058277,0.04492778331041336
roi157389_2022-02-18_2022-03-05_roi157389_s2_toa_2022_3_5_median,1,valid_shadow,high,0.7766571044921875,0.00299072265625,0.2203521728515625,0.029510498046875,1.0,0.81689453125,0.10123952478170395,0.008467749692499638
roi15861_2022-03-25_2022-04-01_roi15861_s2_toa_2022_3_25_median,2,ambiguous,high,0.744232177734375,0.000946044921875,0.25482177734375,0.0541229248046875,1.0,1.0,0.1266467124223709,0.028088735416531563
roi15865_2022-01-01_2022-01-09_roi15865_s2_toa_2022_1_1_median,1,valid_shadow,high,0.66461181640625,0.2263946533203125,0.1089935302734375,0.2296600341796875,1.0,0.71875,0.0008399831713177264,0.1374322772026062
roi15866_2022-12-07_2022-12-17_roi15866_s2_toa_2022_12_17_median,1,valid_shadow,high,0.6300430297851562,0.01683807373046875,0.353118896484375,0.03424072265625,1.0,0.69140625,0.009096016176044941,0.026495197787880898
roi15889_2022-08-26_2022-09-10_roi15889_s2_toa_2022_8_26_median,2,ambiguous,high,0.6526412963867188,0.003765106201171875,0.3435935974121094,0.0,1.0,1.0,0.0,0.0
roi15897_2022-02-12_2022-02-27_roi15897_s2_toa_2022_2_22_median,1,valid_shadow,high,0.7034912109375,0.0703582763671875,0.2261505126953125,0.1398162841796875,1.0,0.93359375,0.0723298043012619,0.08255249261856079
roi15898_2022-10-25_2022-11-09_roi15898_s2_toa_2022_11_9_median,2,ambiguous,high,0.8283538818359375,0.0,0.1716461181640625,0.003997802734375,1.0,0.0107421875,0.023290960118174553,0.0
roi159002_2022-02-18_2022-03-05_roi159002_s2_toa_2022_2_18_median,0,no_shadow,high,0.6319580078125,0.0,0.3680419921875,0.0,1.0,1.0,0.0,0.0
roi159538_2022-09-19_2022-10-04_roi159538_s2_toa_2022_9_29_median,2,ambiguous,high,0.72320556640625,0.0781402587890625,0.1986541748046875,0.2567138671875,1.0,0.6875,0.40486979484558105,0.13570766150951385
roi16102_2022-08-24_2022-08-31_roi16102_s2_toa_2022_8_31_median,0,no_shadow,high,0.8317413330078125,0.0002899169921875,0.16796875,0.0,1.0,1.0,0.0,0.0
roi16116_2022-08-21_2022-09-05_roi16116_s2_toa_2022_8_21_median,2,ambiguous,high,0.5404129028320312,0.07932662963867188,0.3802604675292969,0.2434539794921875,1.0,1.0,0.3410009741783142,0.08299803733825684
roi16124_2022-07-02_2022-07-09_roi16124_s2_toa_2022_7_2_median,0,no_shadow,high,0.8078079223632812,0.0001220703125,0.19207000732421875,0.0,1.0,1.0,0.0,0.0
roi16129_2022-01-25_2022-02-09_roi16129_s2_toa_2022_2_4_median,2,ambiguous,high,0.5396270751953125,0.1488037109375,0.3115692138671875,0.1898345947265625,1.0,0.96484375,0.06332337856292725,0.04999293014407158
roi16321_2022-08-14_2022-08-21_roi16321_s2_toa_2022_8_21_median,2,ambiguous,high,0.7373123168945312,0.00384521484375,0.25884246826171875,0.0,1.0,1.0,0.0,0.0
roi16339_2022-08-06_2022-08-13_roi16339_s2_toa_2022_8_6_median,0,no_shadow,high,0.8591156005859375,0.0008392333984375,0.140045166015625,3.0517578125e-05,1.0,0.001373291015625,0.00021791239851154387,0.0
roi16340_2022-08-06_2022-08-13_roi16340_s2_toa_2022_8_13_median,2,ambiguous,high,0.7967071533203125,0.0110321044921875,0.1922607421875,0.0,1.0,1.0,0.0,0.0
roi16340_2022-08-06_2022-08-13_roi16340_s2_toa_2022_8_6_median,2,ambiguous,high,0.8586883544921875,0.0079803466796875,0.133331298828125,0.0011138916015625,1.0,0.0469970703125,0.0001144426641985774,1.776988028723281e-05
roi165024_2022-10-27_2022-11-11_roi165024_s2_toa_2022_10_27_median,2,ambiguous,medium,0.104461669921875,0.5733489990234375,0.3221893310546875,0.0,1.0,1.0,0.0,0.0
roi165024_2022-10-27_2022-11-11_roi165024_s2_toa_2022_11_1_median,2,ambiguous,high,0.7357025146484375,0.1202239990234375,0.144073486328125,0.0,1.0,1.0,0.0,0.0
roi165025_2022-05-15_2022-05-30_roi165025_s2_toa_2022_5_30_median,2,ambiguous,high,0.829071044921875,0.03936767578125,0.131561279296875,0.0,1.0,1.0,0.0,0.0
roi16528_2022-03-02_2022-03-17_roi16528_s2_toa_2022_3_17_median,2,ambiguous,high,0.724395751953125,0.0394287109375,0.236175537109375,0.0035552978515625,1.0,0.36328125,0.0,0.004507730714976788
roi165318_2022-03-27_2022-04-11_roi165318_s2_toa_2022_4_11_median,2,ambiguous,high,0.5737838745117188,0.23649215698242188,0.18972396850585938,0.2684783935546875,1.0,1.0,0.04916055127978325,0.07684125006198883
roi16553_2022-08-16_2022-08-31_roi16553_s2_toa_2022_8_21_median,0,no_shadow,high,0.73712158203125,0.0,0.26287841796875,0.0,1.0,1.0,0.0,0.0
roi16560_2022-02-09_2022-02-17_roi16560_s2_toa_2022_2_9_median,2,ambiguous,high,0.5282745361328125,0.20868682861328125,0.26303863525390625,0.23016357421875,1.0,1.0,0.08936392515897751,0.09481240063905716
roi16566_2022-03-31_2022-04-15_roi16566_s2_toa_2022_4_15_median,2,ambiguous,high,0.4642486572265625,0.205322265625,0.3304290771484375,0.271728515625,1.0,1.0,0.1763564944267273,0.025834018364548683
roi16570_2022-02-19_2022-03-06_roi16570_s2_toa_2022_3_6_median,1,valid_shadow,high,0.606597900390625,0.1826324462890625,0.2107696533203125,0.2487640380859375,1.0,0.88671875,0.055672191083431244,0.11236605048179626
roi165715_2022-07-17_2022-08-01_roi165715_s2_toa_2022_7_27_median,1,valid_shadow,high,0.7026824951171875,0.0617523193359375,0.235565185546875,0.006195068359375,1.0,0.01263427734375,0.0,0.003539554076269269
roi165793_2022-04-10_2022-04-25_roi165793_s2_toa_2022_4_15_median,1,valid_shadow,high,0.4867706298828125,0.22113037109375,0.2920989990234375,0.005340576171875,1.0,0.197174072265625,0.0,0.005642456468194723
roi165870_2022-07-22_2022-08-06_roi165870_s2_toa_2022_8_1_median,2,ambiguous,high,0.661651611328125,0.190338134765625,0.14801025390625,0.2053070068359375,1.0,1.0,0.11123711615800858,0.13749365508556366
roi165891_2022-01-09_2022-01-16_roi165891_s2_toa_2022_1_11_median,2,ambiguous,high,0.72723388671875,0.0261993408203125,0.2465667724609375,0.1107635498046875,1.0,1.0,0.369701087474823,0.026332354173064232
roi166105_2022-04-28_2022-05-13_roi166105_s2_toa_2022_5_13_median,0,no_shadow,high,0.8838348388671875,0.0,0.1161651611328125,0.0010833740234375,1.0,0.0111236572265625,0.0,0.0012257652124390006
roi16624_2022-11-03_2022-11-23_roi16624_s2_toa_2022_11_3_median,2,ambiguous,high,0.7947845458984375,0.073150634765625,0.1320648193359375,0.2238616943359375,1.0,1.0,0.28353554010391235,0.15028701722621918
roi16626_2022-02-01_2022-02-16_roi16626_s2_toa_2022_2_16_median,0,no_shadow,high,0.7308502197265625,0.0,0.2691497802734375,0.0004730224609375,1.0,0.0057220458984375,0.0,0.0006472221575677395
roi16759_2022-04-13_2022-04-21_roi16759_s2_toa_2022_4_16_median,2,ambiguous,high,0.55535888671875,0.154144287109375,0.290496826171875,0.23040771484375,1.0,1.0,0.1722870022058487,0.09110891073942184
roi16775_2022-03-26_2022-04-03_roi16775_s2_toa_2022_4_3_median,2,ambiguous,high,0.638275146484375,0.0401458740234375,0.3215789794921875,0.2472381591796875,1.0,1.0,0.44431790709495544,0.10616782307624817
roi16782_2022-09-17_2022-10-07_roi16782_s2_toa_2022_9_17_median,0,no_shadow,high,0.8659515380859375,0.0,0.1340484619140625,0.0013427734375,1.0,0.306610107421875,0.001479795086197555,0.0013215625658631325
roi167984_2022-08-26_2022-09-10_roi167984_s2_toa_2022_9_10_median,1,valid_shadow,high,0.70855712890625,0.0167999267578125,0.2746429443359375,0.0133056640625,1.0,0.4200439453125,0.01133396290242672,0.006697389762848616
roi168037_2022-09-20_2022-10-05_roi168037_s2_toa_2022_9_20_median,2,ambiguous,high,0.4121551513671875,0.2420654296875,0.3457794189453125,0.33258056640625,1.0,1.0,0.13913773000240326,0.1412757784128189
roi16842_2022-09-19_2022-10-04_roi16842_s2_toa_2022_9_19_median,2,ambiguous,high,0.5372467041015625,0.0816802978515625,0.381072998046875,0.127044677734375,1.0,0.9921875,0.10070472955703735,0.05353744700551033
roi168510_2022-10-12_2022-10-27_roi168510_s2_toa_2022_10_12_median,2,ambiguous,high,0.6112823486328125,0.042995452880859375,0.3457221984863281,0.0991058349609375,1.0,1.0,0.11187368631362915,0.0671725645661354
roi168727_2022-04-28_2022-05-13_roi168727_s2_toa_2022_4_28_median,2,ambiguous,high,0.8450164794921875,0.0041351318359375,0.150848388671875,0.0,1.0,1.0,0.0,0.0
roi16979_2022-04-03_2022-04-18_roi16979_s2_toa_2022_4_3_median,1,valid_shadow,high,0.7842636108398438,0.04714202880859375,0.1685943603515625,0.06878662109375,1.0,0.55078125,0.010498687624931335,0.055177781730890274
roi169805_2022-08-07_2022-08-22_roi169805_s2_toa_2022_8_7_median,1,valid_shadow,high,0.4658660888671875,0.1741790771484375,0.359954833984375,0.0697174072265625,1.0,0.3701019287109375,0.0,0.0023582589346915483
roi16982_2022-08-01_2022-08-16_roi16982_s2_toa_2022_8_6_median,2,ambiguous,medium,0.1256866455078125,0.47258758544921875,0.40172576904296875,0.9912261962890625,1.0,1.0,0.9890038967132568,0.9806968569755554
roi16989_2022-02-12_2022-02-27_roi16989_s2_toa_2022_2_22_median,2,ambiguous,high,0.43996429443359375,0.2132720947265625,0.34676361083984375,0.2875213623046875,1.0,0.96484375,0.03927306458353996,0.14601071178913116
roi170946_2022-09-15_2022-09-30_roi170946_s2_toa_2022_9_25_median,2,ambiguous,high,0.5220870971679688,0.11979293823242188,0.3581199645996094,0.0,1.0,1.0,0.0,0.0
roi17198_2022-08-01_2022-08-16_roi17198_s2_toa_2022_8_1_median,1,valid_shadow,high,0.5047988891601562,0.19760513305664062,0.2975959777832031,0.030364990234375,1.0,0.44647216796875,0.04647943377494812,0.03077155537903309
roi17204_2022-01-23_2022-02-07_roi17204_s2_toa_2022_2_7_median,1,valid_shadow,high,0.5564117431640625,0.215728759765625,0.2278594970703125,0.249237060546875,1.0,0.8988189697265625,0.08739034086465836,0.08021390438079834
roi172554_2022-10-27_2022-11-11_roi172554_s2_toa_2022_11_11_median,1,valid_shadow,high,0.7905426025390625,0.0145111083984375,0.1949462890625,0.0103912353515625,1.0,0.34393310546875,0.04132748767733574,0.0013125132536515594
roi173192_2022-04-15_2022-04-30_roi173192_s2_toa_2022_4_30_median,2,ambiguous,medium,0.27774810791015625,0.4172706604003906,0.3049812316894531,0.0503692626953125,1.0,0.98828125,0.15207195281982422,0.0
roi173234_2022-08-04_2022-08-19_roi173234_s2_toa_2022_8_4_median,1,valid_shadow,high,0.7212982177734375,0.1109771728515625,0.167724609375,0.12164306640625,1.0,0.710540771484375,0.010280204005539417,0.040532249957323074
roi173962_2022-02-05_2022-02-20_roi173962_s2_toa_2022_2_10_median,1,valid_shadow,high,0.51959228515625,0.114715576171875,0.365692138671875,0.19525146484375,1.0,0.934661865234375,0.010514896363019943,0.18048866093158722
roi17425_2022-04-03_2022-04-18_roi17425_s2_toa_2022_4_3_median,1,valid_shadow,high,0.8730621337890625,0.003997802734375,0.1229400634765625,0.078643798828125,1.0,0.7452392578125,0.28496959805488586,0.04537113010883331
roi17425_2022-10-25_2022-11-09_roi17425_s2_toa_2022_10_25_median,2,ambiguous,high,0.7739715576171875,0.006072998046875,0.2199554443359375,0.0010986328125,1.0,0.0054931640625,0.0,0.001419474370777607
roi17434_2022-02-24_2022-03-11_roi17434_s2_toa_2022_3_11_median,2,ambiguous,high,0.5308074951171875,0.1548004150390625,0.31439208984375,0.184478759765625,1.0,1.0,0.09168122708797455,0.06470808386802673
roi17436_2022-10-22_2022-11-06_roi17436_s2_toa_2022_10_27_median,2,ambiguous,high,0.5407867431640625,0.13348388671875,0.3257293701171875,0.1815032958984375,1.0,1.0,0.047500818967819214,0.08413983881473541
roi1773_2022-10-31_2022-11-10_roi1773_s2_toa_2022_11_2_median,2,ambiguous,high,0.679595947265625,0.19228363037109375,0.12812042236328125,0.0,1.0,1.0,0.0,0.0
roi177520_2022-06-12_2022-06-27_roi177520_s2_toa_2022_6_12_median,1,valid_shadow,high,0.778778076171875,0.00920867919921875,0.21201324462890625,0.021636962890625,1.0,0.280303955078125,0.0894598588347435,0.0034288177266716957
roi177520_2022-06-12_2022-06-27_roi177520_s2_toa_2022_6_17_median,2,ambiguous,high,0.738739013671875,0.012577056884765625,0.24868392944335938,0.0032196044921875,1.0,0.010711669921875,0.00018407449533697218,0.004296278115361929
roi178330_2022-02-10_2022-02-18_roi178330_s2_toa_2022_2_10_median,2,ambiguous,high,0.5887603759765625,0.2287139892578125,0.182525634765625,0.0280303955078125,1.0,1.0,0.0002507941680960357,0.02827523648738861
roi178330_2022-02-10_2022-02-18_roi178330_s2_toa_2022_2_13_median,2,ambiguous,low,0.093292236328125,0.58587646484375,0.320831298828125,0.1790618896484375,1.0,1.0,0.22044135630130768,0.10827608406543732
roi178330_2022-04-06_2022-04-14_roi178330_s2_toa_2022_4_14_median,2,ambiguous,medium,0.2786102294921875,0.3267669677734375,0.394622802734375,0.5814361572265625,1.0,1.0,0.7479313015937805,0.12081713229417801
roi178527_2022-08-03_2022-08-18_roi178527_s2_toa_2022_8_3_median,2,ambiguous,high,0.5882110595703125,0.1283721923828125,0.283416748046875,0.0,1.0,1.0,0.0,0.0
roi17861_2022-02-12_2022-02-27_roi17861_s2_toa_2022_2_22_median,2,ambiguous,high,0.5614395141601562,0.26312255859375,0.17543792724609375,0.2593536376953125,1.0,1.0,0.1487714648246765,0.06438462436199188
roi179710_2022-08-16_2022-08-31_roi179710_s2_toa_2022_8_31_median,0,no_shadow,high,0.8966827392578125,0.0,0.1033172607421875,0.0,1.0,1.0,0.0,0.0
roi180554_2022-09-15_2022-09-30_roi180554_s2_toa_2022_9_20_median,2,ambiguous,medium,0.3721923828125,0.314056396484375,0.313751220703125,0.18914794921875,1.0,1.0,0.044742729514837265,0.19174319505691528
roi180554_2022-09-15_2022-09-30_roi180554_s2_toa_2022_9_30_median,2,ambiguous,medium,0.31951904296875,0.3612823486328125,0.3191986083984375,0.3138885498046875,1.0,1.0,0.20459869503974915,0.13051575422286987
roi180719_2022-06-01_2022-06-09_roi180719_s2_toa_2022_6_6_median,2,ambiguous,high,0.6091156005859375,0.2621917724609375,0.128692626953125,0.363372802734375,1.0,1.0,0.08501303941011429,0.15899696946144104
roi18095_2022-03-06_2022-03-14_roi18095_s2_toa_2022_3_6_median,2,ambiguous,high,0.817596435546875,0.0181884765625,0.164215087890625,0.0490264892578125,1.0,0.98828125,0.11986619234085083,0.025195028632879257
roi18173_2022-04-07_2022-04-22_roi18173_s2_toa_2022_4_12_median,1,valid_shadow,high,0.791168212890625,0.09539794921875,0.113433837890625,0.109375,1.0,0.9459228515625,0.013048157095909119,0.04813886061310768
roi182042_2022-07-18_2022-08-02_roi182042_s2_toa_2022_7_23_median,0,no_shadow,high,0.8765716552734375,0.0,0.1234283447265625,0.0,1.0,1.0,0.0,0.0
roi182050_2022-05-29_2022-06-18_roi182050_s2_toa_2022_5_29_median,1,valid_shadow,high,0.61505126953125,0.1059417724609375,0.2790069580078125,0.0259246826171875,1.0,0.86517333984375,0.0,0.01602659560739994
roi182050_2022-05-29_2022-06-18_roi182050_s2_toa_2022_6_8_median,2,ambiguous,high,0.743438720703125,0.0436859130859375,0.2128753662109375,0.001983642578125,1.0,0.4765625,0.0,0.0014572471845895052
roi182109_2022-05-25_2022-06-09_roi182109_s2_toa_2022_6_4_median,2,ambiguous,high,0.762298583984375,0.04388427734375,0.193817138671875,0.044403076171875,1.0,0.984375,0.029680365696549416,0.04992193356156349
roi182135_2022-04-17_2022-05-02_roi182135_s2_toa_2022_4_22_median,2,ambiguous,high,0.63726806640625,0.01324462890625,0.3494873046875,0.0460662841796875,1.0,1.0,0.04352951422333717,0.04326692968606949
roi182135_2022-04-17_2022-05-02_roi182135_s2_toa_2022_5_2_median,1,valid_shadow,high,0.4144744873046875,0.2434234619140625,0.34210205078125,0.293426513671875,1.0,0.9140625,0.03782337158918381,0.15598423779010773
roi182135_2022-05-07_2022-05-22_roi182135_s2_toa_2022_5_12_median,2,ambiguous,high,0.8156280517578125,0.0034027099609375,0.18096923828125,0.0011749267578125,1.0,0.1291351318359375,0.0019392917165532708,0.0010102333035320044
roi182708_2022-06-26_2022-07-11_roi182708_s2_toa_2022_7_11_median,2,ambiguous,high,0.44460296630859375,0.2532691955566406,0.3021278381347656,0.240325927734375,1.0,1.0,0.005151450168341398,0.09662805497646332
roi182708_2022-06-26_2022-07-11_roi182708_s2_toa_2022_7_1_median,1,valid_shadow,high,0.8595046997070312,0.01972198486328125,0.1207733154296875,0.00604248046875,1.0,0.578460693359375,0.007012002635747194,0.003550600493326783
roi182727_2022-08-12_2022-08-27_roi182727_s2_toa_2022_8_17_median,2,ambiguous,high,0.7457427978515625,0.088592529296875,0.1656646728515625,0.0021514892578125,1.0,0.3270263671875,0.0,0.0014527448220178485
roi18280_2022-05-26_2022-06-03_roi18280_s2_toa_2022_6_3_median,2,ambiguous,high,0.6984100341796875,0.022796630859375,0.2787933349609375,0.0,1.0,1.0,0.0,0.0
roi182821_2022-04-17_2022-05-02_roi182821_s2_toa_2022_4_22_median,1,valid_shadow,high,0.5897064208984375,0.0378875732421875,0.372406005859375,0.0774688720703125,1.0,0.644287109375,0.06244366243481636,0.04108986631035805
roi182821_2022-04-17_2022-05-02_roi182821_s2_toa_2022_5_2_median,2,ambiguous,high,0.4868927001953125,0.1229705810546875,0.39013671875,0.190887451171875,1.0,0.984375,0.06723247468471527,0.1124134287238121
